iv,iv_list,split_list,var_name,woe_list
0.334159826,0.121527193,"(0.0,0.007096757865]",rate_without_space_cnt,1.315262925
0.334159826,0.104916582,"(0.007096757865,0.0191655621]",rate_without_space_cnt,1.003970799
0.334159826,0.023357877,"(0.0191655621,+INF)",rate_without_space_cnt,0.499933229
0.085952204,0.029605323,"(-INF,0.0]",rate_without_areacode_cnt,-0.244456534
0.085952204,0.00252519,"(0.0,0.0049751244]",rate_without_areacode_cnt,0.207350009
0.085952204,0.003010487,"(0.0049751244,0.008538840732]",rate_without_areacode_cnt,-0.190384876
0.085952204,0.003270078,"(0.008538840732,0.0124223602]",rate_without_areacode_cnt,0.204190449
0.085952204,0.015730885,"(0.0124223602,0.0158730159]",rate_without_areacode_cnt,0.499459839
0.085952204,0.001875757,"(0.0158730159,0.0202020202]",rate_without_areacode_cnt,0.196087883
0.085952204,0.019761276,"(0.0202020202,0.02890179456]",rate_without_areacode_cnt,0.540181135
0.085952204,0.010173209,"(0.02890179456,+INF)",rate_without_areacode_cnt,0.326024304
